Product code,Description,Unit of Issue, Price 
A-5250.12/1,"1.5 TriLock Screw 12mm, HD4, 1/Pkg",1, £26.31 
A-5250.12/1S,"1.5 TriLock Screw 12mm, HD4",1, £31.54 
A-5250.13,"1.5 TriLock Screw 13mm, HD4, 5/Pkg",5, £124.73 
A-5250.13/1,"1.5 TriLock Screw 13mm, HD4, 1/Pkg",1, £26.31 
A-5250.13/1S,"1.5 TriLock Screw 13mm, HD4",1, £31.54 
A-5250.14,"1.5 TriLock Screw 14mm, HD4, 5/Pkg",5, £124.73 
A-5250.14/1,"1.5 TriLock Screw 14mm, HD4, 1/Pkg",1, £26.31 
A-5250.14/1S,"1.5 TriLock Screw 14mm, HD4",1, £31.54 
A-5250.16,"1.5 TriLock Screw 16mm, HD4, 5/Pkg",5, £124.73 
A-5250.16/1,"1.5 TriLock Screw 16mm, HD4, 1/Pkg",1, £26.31 
A-5250.16/1S,"1.5 TriLock Screw 16mm, HD4",1, £31.54 
A-5250.18,"1.5 TriLock Screw 18mm, HD4, 5/Pkg",5, £133.57 
A-5250.18/1,"1.5 TriLock Screw 18mm, HD4, 1/Pkg",1, £28.21 
A-5250.18/1S,"1.5 TriLock Screw 18mm, HD4",1, £33.82 
A-5250.20,"1.5 TriLock Screw 20mm, HD4, 5/Pkg",5, £139.55 
A-5250.20/1,"1.5 TriLock Screw 20mm, HD4, 1/Pkg",1, £29.54 
A-5250.20/1S,"1.5 TriLock Screw 20mm, HD4",1, £35.43 
A-5300.06,"1.8 Emergency Screw 06mm, HD4, 5/Pkg",5, £102.60 
A-5300.06/1,"1.8 Emergency Screw 06mm, HD4, 1/Pkg",1, £21.75 
A-5300.06/1S,"1.8 Emergency Screw 06mm, HD4",1, £26.12 
A-5300.10,"1.8 Emergency Screw 10mm, HD4, 5/Pkg",5, £102.88 
A-5300.10/1,"1.8 Emergency Screw 10mm, HD4, 1/Pkg",1, £21.75 
A-5400.04,"2.0 Cortical Screw 04mm, HD6, 5/Pkg",5, £72.39 
A-5400.04/1,"2.0 Cortical Screw 04mm, HD6, 1/Pkg",1, £15.39 
A-5400.04/1S,"2.0 Cortical Screw 04mm, HD6",1, £18.43 
A-5400.05,"2.0 Cortical Screw 05mm, HD6, 5/Pkg",5, £72.39 
A-5400.05/1,"2.0 Cortical Screw 05mm, HD6, 1/Pkg",1, £15.39 
A-5400.05/1S,"2.0 Cortical Screw 05mm, HD6",1, £18.43 
A-5400.06,"2.0 Cortical Screw 06mm, HD6, 5/Pkg",5, £72.39 
A-5400.06/1,"2.0 Cortical Screw 06mm, HD6, 1/Pkg",1, £15.39 
A-5400.06/1S,"2.0 Cortical Screw 06mm, HD6",1, £18.43 
A-5400.07,"2.0 Cortical Screw 07mm, HD6, 5/Pkg",5, £79.51 
A-5400.07/1,"2.0 Cortical Screw 07mm, HD6, 1/Pkg",1, £16.72 
A-5400.07/1S,"2.0 Cortical Screw 07mm, HD6",1, £20.04 
A-5400.08,"2.0 Cortical Screw 08mm, HD6, 5/Pkg",5, £79.51 
A-5400.08/1,"2.0 Cortical Screw 08mm, HD6, 1/Pkg",1, £16.72 
A-5400.08/1S,"2.0 Cortical Screw 08mm, HD6",1, £20.04 
A-5400.09,"2.0 Cortical Screw 09mm, HD6, 5/Pkg",5, £79.51 
A-5400.09/1,"2.0 Cortical Screw 09mm, HD6, 1/Pkg",1, £16.72 
A-5400.09/1S,"2.0 Cortical Screw 09mm, HD6",1, £20.04 
A-5400.10,"2.0 Cortical Screw 10mm, HD6, 5/Pkg",5, £82.55 
A-5400.10/1,"2.0 Cortical Screw 10mm, HD6, 1/Pkg",1, £17.57 
A-5400.10/1S,"2.0 Cortical Screw 10mm, HD6",1, £21.09 
A-5400.11,"2.0 Cortical Screw 11mm, HD6, 5/Pkg",5, £82.55 
A-5400.11/1,"2.0 Cortical Screw 11mm, HD6, 1/Pkg",1, £17.57 
A-5400.11/1S,"2.0 Cortical Screw 11mm, HD6",1, £21.09 
A-5400.12,"2.0 Cortical Screw 12mm, HD6, 5/Pkg",5, £82.55 
A-5400.12/1,"2.0 Cortical Screw 12mm, HD6, 1/Pkg",1, £17.57 
A-5400.12/1S,"2.0 Cortical Screw 12mm, HD6",1, £21.09 
A-5400.13,"2.0 Cortical Screw 13mm, HD6, 5/Pkg",5, £85.50 
A-5400.13/1,"2.0 Cortical Screw 13mm, HD6, 1/Pkg",1, £18.05 
A-5400.13/1S,"2.0 Cortical Screw 13mm, HD6",1, £21.66 
A-5400.14,"2.0 Cortical Screw 14mm, HD6, 5/Pkg",5, £85.50 
A-5400.14/1,"2.0 Cortical Screw 14mm, HD6, 1/Pkg",1, £18.05 
A-5400.14/1S,"2.0 Cortical Screw 14mm, HD6",1, £21.66 
A-5400.15,"2.0 Cortical Screw 15mm, HD6, 5/Pkg",5, £85.50 
A-5400.15/1,"2.0 Cortical Screw 15mm, HD6, 1/Pkg",1, £18.05 
A-5400.15/1S,"2.0 Cortical Screw 15mm, HD6",1, £21.66 
A-5400.16,"2.0 Cortical Screw 16mm, HD6, 5/Pkg",5, £85.50 
A-5400.16/1,"2.0 Cortical Screw 16mm, HD6, 1/Pkg",1, £18.05 
A-5400.16/1S,"2.0 Cortical Screw 16mm, HD6",1, £21.66 
A-5400.17,"2.0 Cortical Screw 17mm, HD6, 5/Pkg",5, £88.54 
A-5400.17/1,"2.0 Cortical Screw 17mm, HD6, 1/Pkg",1, £18.62 
A-5400.17/1S,"2.0 Cortical Screw 17mm, HD6",1, £22.32 
A-5400.18,"2.0 Cortical Screw 18mm, HD6, 5/Pkg",5, £88.54 
A-5400.18/1,"2.0 Cortical Screw 18mm, HD6, 1/Pkg",1, £18.62 
A-5400.18/1S,"2.0 Cortical Screw 18mm, HD6",1, £22.32 
A-5400.19,"2.0 Cortical Screw 19mm, HD6, 5/Pkg",5, £88.54 
A-5400.19/1,"2.0 Cortical Screw 19mm, HD6, 1/Pkg",1, £18.62 
A-5400.19/1S,"2.0 Cortical Screw 19mm, HD6",1, £22.32 
A-5400.20,"2.0 Cortical Screw 20mm, HD6, 5/Pkg",5, £91.48 
A-5400.20/1,"2.0 Cortical Screw 20mm, HD6, 1/Pkg",1, £19.28 
A-5400.20/1S,"2.0 Cortical Screw 20mm, HD6",1, £23.18 
A-5400.21,"2.0 Cortical Screw 21mm, HD6, 5/Pkg",5, £91.48 
A-5400.21/1,"2.0 Cortical Screw 21mm, HD6, 1/Pkg",1, £19.28 
A-5400.21/1S,"2.0 Cortical Screw 21mm, HD6",1, £23.18 
A-5400.22,"2.0 Cortical Screw 22mm, HD6, 5/Pkg",5, £91.48 
A-5400.22/1,"2.0 Cortical Screw 22mm, HD6, 1/Pkg",1, £19.28 
A-5400.22/1S,"2.0 Cortical Screw 22mm, HD6",1, £23.18 
A-5400.23,"2.0 Cortical Screw 23mm, HD6, 5/Pkg",5, £96.14 
A-5400.23/1,"2.0 Cortical Screw 23mm, HD6, 1/Pkg",1, £20.33 
A-5400.23/1S,"2.0 Cortical Screw 23mm, HD6",1, £24.41 
A-5400.24,"2.0 Cortical Screw 24mm, HD6, 5/Pkg",5, £96.14 
A-5400.24/1,"2.0 Cortical Screw 24mm, HD6, 1/Pkg",1, £20.33 
A-5400.24/1S,"2.0 Cortical Screw 24mm, HD6",1, £24.41 
A-5400.26,"2.0 Cortical Screw 26mm, HD6, 5/Pkg",5, £107.73 
A-5400.26/1,"2.0 Cortical Screw 26mm, HD6, 1/Pkg",1, £21.94 
A-5400.28,"2.0 Cortical Screw 28mm, HD6, 5/Pkg",5, £111.72 
A-5400.28/1,"2.0 Cortical Screw 28mm, HD6, 1/Pkg",1, £22.70 
A-5400.30,"2.0 Cortical Screw 30mm, HD6, 5/Pkg",5, £113.71 
A-5400.30/1,"2.0 Cortical Screw 30mm, HD6, 1/Pkg",1, £23.37 
A-5411.10/1,"2.0 SpeedTip C Screw 10mm, HD6, 1/Pkg",1, £53.20 
A-5411.10/1S,"2.0 SpeedTip C Screw 10mm, HD6",1, £63.84 
A-5411.11/1,"2.0 SpeedTip C Screw 11mm, HD6, 1/Pkg",1, £53.20 
A-5411.11/1S,"2.0 SpeedTip C Screw 11mm, HD6",1, £63.84 
A-5411.12/1,"2.0 SpeedTip C Screw 12mm, HD6, 1/Pkg",1, £53.20 
A-5411.12/1S,"2.0 SpeedTip C Screw 12mm, HD6",1, £63.84 
A-5411.13/1,"2.0 SpeedTip C Screw 13mm, HD6, 1/Pkg",1, £53.20 
A-5411.13/1S,"2.0 SpeedTip C Screw 13mm, HD6",1, £63.84 
A-5450.06,"2.0 TriLock Screw 06mm, HD6, 5/Pkg",5, £109.91 
A-5450.06/1,"2.0 TriLock Screw 06mm, HD6, 1/Pkg",1, £23.27 
A-5450.06/1S,"2.0 TriLock Screw 06mm, HD6",1, £27.93 
A-5450.07,"2.0 TriLock Screw 07mm, HD6, 5/Pkg",5, £109.91 
A-5450.07/1,"2.0 TriLock Screw 07mm, HD6, 1/Pkg",1, £23.27 
A-5450.07/1S,"2.0 TriLock Screw 07mm, HD6",1, £27.93 
A-5450.08,"2.0 TriLock Screw 08mm, HD6, 5/Pkg",5, £115.80 
A-5450.08/1,"2.0 TriLock Screw 08mm, HD6, 1/Pkg",1, £24.41 
A-5450.08/1S,"2.0 TriLock Screw 08mm, HD6",1, £29.26 
A-5450.09,"2.0 TriLock Screw 09mm, HD6, 5/Pkg",5, £115.80 
A-5450.09/1,"2.0 TriLock Screw 09mm, HD6, 1/Pkg",1, £24.41 
A-5450.09/1S,"2.0 TriLock Screw 09mm, HD6",1, £29.26 
A-5450.10,"2.0 TriLock Screw 10mm, HD6, 5/Pkg",5, £115.80 
A-5450.10/1,"2.0 TriLock Screw 10mm, HD6, 1/Pkg",1, £24.41 
A-5450.10/1S,"2.0 TriLock Screw 10mm, HD6",1, £29.26 
A-5450.11,"2.0 TriLock Screw 11mm, HD6, 5/Pkg",5, £115.80 
A-5450.11/1,"2.0 TriLock Screw 11mm, HD6, 1/Pkg",1, £24.41 
A-5450.11/1S,"2.0 TriLock Screw 11mm, HD6",1, £29.26 
A-5450.12,"2.0 TriLock Screw 12mm, HD6, 5/Pkg",5, £124.73 
A-5450.12/1,"2.0 TriLock Screw 12mm, HD6, 1/Pkg",1, £26.31 
A-5450.12/1S,"2.0 TriLock Screw 12mm, HD6",1, £31.54 
A-5450.13,"2.0 TriLock Screw 13mm, HD6, 5/Pkg",5, £124.73 
A-5450.13/1,"2.0 TriLock Screw 13mm, HD6, 1/Pkg",1, £26.31 
A-5450.13/1S,"2.0 TriLock Screw 13mm, HD6",1, £31.54 
A-5450.14,"2.0 TriLock Screw 14mm, HD6, 5/Pkg",5, £124.73 
A-5450.14/1,"2.0 TriLock Screw 14mm, HD6, 1/Pkg",1, £26.31 
A-5450.14/1S,"2.0 TriLock Screw 14mm, HD6",1, £31.54 
A-5450.16,"2.0 TriLock Screw 16mm, HD6, 5/Pkg",5, £124.73 
A-5450.16/1,"2.0 TriLock Screw 16mm, HD6, 1/Pkg",1, £26.31 
A-5450.16/1S,"2.0 TriLock Screw 16mm, HD6",1, £31.54 
A-5450.18,"2.0 TriLock Screw 18mm, HD6, 5/Pkg",5, £133.57 
A-5450.18/1,"2.0 TriLock Screw 18mm, HD6, 1/Pkg",1, £28.21 
A-5450.18/1S,"2.0 TriLock Screw 18mm, HD6",1, £33.82 
A-5450.20,"2.0 TriLock Screw 20mm, HD6, 5/Pkg",5, £139.55 
A-5450.20/1,"2.0 TriLock Screw 20mm, HD6, 1/Pkg",1, £29.54 
A-5450.20/1S,"2.0 TriLock Screw 20mm, HD6",1, £35.43 
A-5450.22,"2.0 TriLock Screw 22mm, HD6, 5/Pkg",5, £141.64 
A-5450.22/1,"2.0 TriLock Screw 22mm, HD6, 1/Pkg",1, £28.97 
A-5450.22/1S,"2.0 TriLock Screw 22mm, HD6",1, £34.77 
A-5450.24,"2.0 TriLock Screw 24mm, HD6, 5/Pkg",5, £143.64 
A-5450.24/1,"2.0 TriLock Screw 24mm, HD6, 1/Pkg",1, £29.73 
A-5450.24/1S,"2.0 TriLock Screw 24mm, HD6",1, £35.72 
A-5450.26,"2.0 TriLock Screw 26mm, HD6, 5/Pkg",5, £145.63 
A-5450.26/1,"2.0 TriLock Screw 26mm, HD6, 1/Pkg",1, £31.16 
A-5450.26/1S,"2.0 TriLock Screw 26mm, HD6",1, £37.43 
A-5450.28,"2.0 TriLock Screw 28mm, HD6, 5/Pkg",5, £147.63 
A-5450.28/1,"2.0 TriLock Screw 28mm, HD6, 1/Pkg",1, £31.73 
A-5450.28/1S,"2.0 TriLock Screw 28mm, HD6",1, £38.09 
A-5450.30,"2.0 TriLock Screw 30mm, HD6, 5/Pkg",5, £151.62 
A-5450.30/1,"2.0 TriLock Screw 30mm, HD6, 1/Pkg",1, £32.30 
A-5450.30/1S,"2.0 TriLock Screw 30mm, HD6",1, £38.76 
A-5500.05,"2.3 Cortical Screw 05mm, HD6, 5/Pkg",5, £72.39 
A-5500.05/1,"2.3 Cortical Screw 05mm, HD6, 1/Pkg",1, £15.39 
A-5500.05/1S,"2.3 Cortical Screw 05mm, HD6",1, £18.43 
A-5500.06,"2.3 Cortical Screw 06mm, HD6, 5/Pkg",5, £72.39 
A-5500.06/1,"2.3 Cortical Screw 06mm, HD6, 1/Pkg",1, £15.39 
A-5500.06/1S,"2.3 Cortical Screw 06mm, HD6",1, £18.43 
A-5500.07,"2.3 Cortical Screw 07mm, HD6, 5/Pkg",5, £79.51 
A-5500.07/1,"2.3 Cortical Screw 07mm, HD6, 1/Pkg",1, £16.72 
A-5500.07/1S,"2.3 Cortical Screw 07mm, HD6",1, £20.04 
A-5500.08,"2.3 Cortical Screw 08mm, HD6, 5/Pkg",5, £79.51 
A-5500.08/1,"2.3 Cortical Screw 08mm, HD6, 1/Pkg",1, £16.72 
A-5500.08/1S,"2.3 Cortical Screw 08mm, HD6",1, £20.04 
A-5500.09,"2.3 Cortical Screw 09mm, HD6, 5/Pkg",5, £79.51 
A-5500.09/1,"2.3 Cortical Screw 09mm, HD6, 1/Pkg",1, £16.72 
A-5500.09/1S,"2.3 Cortical Screw 09mm, HD6",1, £20.04 
A-5500.10,"2.3 Cortical Screw 10mm, HD6, 5/Pkg",5, £82.55 
A-5500.10/1,"2.3 Cortical Screw 10mm, HD6, 1/Pkg",1, £17.57 
A-5500.10/1S,"2.3 Cortical Screw 10mm, HD6",1, £21.09 
A-5500.11,"2.3 Cortical Screw 11mm, HD6, 5/Pkg",5, £82.55 
A-5500.11/1,"2.3 Cortical Screw 11mm, HD6, 1/Pkg",1, £17.57 
A-5500.11/1S,"2.3 Cortical Screw 11mm, HD6",1, £21.09 
A-5500.12,"2.3 Cortical Screw 12mm, HD6, 5/Pkg",5, £82.55 
A-5500.12/1,"2.3 Cortical Screw 12mm, HD6, 1/Pkg",1, £17.57 
A-5500.12/1S,"2.3 Cortical Screw 12mm, HD6",1, £21.09 
A-5500.13,"2.3 Cortical Screw 13mm, HD6, 5/Pkg",5, £85.50 
A-5500.13/1,"2.3 Cortical Screw 13mm, HD6, 1/Pkg",1, £18.05 
A-5500.13/1S,"2.3 Cortical Screw 13mm, HD6",1, £21.66 
A-5500.14,"2.3 Cortical Screw 14mm, HD6, 5/Pkg",5, £85.50 
A-5500.14/1,"2.3 Cortical Screw 14mm, HD6, 1/Pkg",1, £18.05 
A-5500.14/1S,"2.3 Cortical Screw 14mm, HD6",1, £21.66 
A-5500.15,"2.3 Cortical Screw 15mm, HD6, 5/Pkg",5, £85.50 
A-5500.15/1,"2.3 Cortical Screw 15mm, HD6, 1/Pkg",1, £18.05 
A-5500.15/1S,"2.3 Cortical Screw 15mm, HD6",1, £21.66 
A-5500.16,"2.3 Cortical Screw 16mm, HD6, 5/Pkg",5, £85.50 
A-5500.16/1,"2.3 Cortical Screw 16mm, HD6, 1/Pkg",1, £18.05 
A-5500.16/1S,"2.3 Cortical Screw 16mm, HD6",1, £21.66 
A-5500.17,"2.3 Cortical Screw 17mm, HD6, 5/Pkg",5, £88.54 
A-5500.17/1,"2.3 Cortical Screw 17mm, HD6, 1/Pkg",1, £18.62 
A-5500.17/1S,"2.3 Cortical Screw 17mm, HD6",1, £22.32 
A-5500.18,"2.3 Cortical Screw 18mm, HD6, 5/Pkg",5, £88.54 
A-5500.18/1,"2.3 Cortical Screw 18mm, HD6, 1/Pkg",1, £18.62 
A-5500.18/1S,"2.3 Cortical Screw 18mm, HD6",1, £22.32 
A-5500.19,"2.3 Cortical Screw 19mm, HD6, 5/Pkg",5, £88.54 
A-5500.19/1,"2.3 Cortical Screw 19mm, HD6, 1/Pkg",1, £18.62 
A-5500.19/1S,"2.3 Cortical Screw 19mm, HD6",1, £22.32 
A-5500.20,"2.3 Cortical Screw 20mm, HD6, 5/Pkg",5, £91.48 
A-5500.20/1,"2.3 Cortical Screw 20mm, HD6, 1/Pkg",1, £19.28 
A-5500.20/1S,"2.3 Cortical Screw 20mm, HD6",1, £23.18 
A-5500.21,"2.3 Cortical Screw 21mm, HD6, 5/Pkg",5, £91.48 
A-5500.21/1,"2.3 Cortical Screw 21mm, HD6, 1/Pkg",1, £19.28 
A-5500.21/1S,"2.3 Cortical Screw 21mm, HD6",1, £23.18 
A-5500.22,"2.3 Cortical Screw 22mm, HD6, 5/Pkg",5, £91.48 
A-5500.22/1,"2.3 Cortical Screw 22mm, HD6, 1/Pkg",1, £19.28 
A-5500.22/1S,"2.3 Cortical Screw 22mm, HD6",1, £23.18 
A-5500.23,"2.3 Cortical Screw 23mm, HD6, 5/Pkg",5, £91.48 
A-5500.23/1,"2.3 Cortical Screw 23mm, HD6, 1/Pkg",1, £19.28 
A-5500.23/1S,"2.3 Cortical Screw 23mm, HD6",1, £23.18 
A-5500.24,"2.3 Cortical Screw 24mm, HD6, 5/Pkg",5, £96.90 
A-5500.24/1,"2.3 Cortical Screw 24mm, HD6, 1/Pkg",1, £20.42 
A-5500.24/1S,"2.3 Cortical Screw 24mm, HD6",1, £24.51 
A-5500.26,"2.3 Cortical Screw 26mm, HD6, 5/Pkg",5, £96.90 
A-5500.26/1,"2.3 Cortical Screw 26mm, HD6, 1/Pkg",1, £20.42 
A-5500.26/1S,"2.3 Cortical Screw 26mm, HD6",1, £24.51 
A-5500.28,"2.3 Cortical Screw 28mm, HD6, 5/Pkg",5, £96.90 
A-5500.28/1,"2.3 Cortical Screw 28mm, HD6, 1/Pkg",1, £20.42 
A-5500.28/1S,"2.3 Cortical Screw 28mm, HD6",1, £24.51 
A-5500.30,"2.3 Cortical Screw 30mm, HD6, 5/Pkg",5, £98.61 
A-5500.30/1,"2.3 Cortical Screw 30mm, HD6, 1/Pkg",1, £20.80 
A-5500.30/1S,"2.3 Cortical Screw 30mm, HD6",1, £24.98 
A-5500.32,"2.3 Cortical Screw 32mm, HD6, 5/Pkg",5, £98.61 
A-5500.32/1,"2.3 Cortical Screw 32mm, HD6, 1/Pkg",1, £20.80 
A-5500.32/1S,"2.3 Cortical Screw 32mm, HD6",1, £24.98 
A-5500.34,"2.3 Cortical Screw 34mm, HD6, 5/Pkg",5, £98.61 
A-5500.34/1,"2.3 Cortical Screw 34mm, HD6, 1/Pkg",1, £20.80 
A-5500.34/1S,"2.3 Cortical Screw 34mm, HD6",1, £24.98 
A-5600.06,"2.5 Emergency Screw 06mm, HD6, 5/Pkg",5, £106.30 
A-5600.06/1,"2.5 Emergency Screw 06mm, HD6, 1/Pkg",1, £22.42 
A-5600.10,"2.5 Emergency Screw 10mm, HD6, 5/Pkg",5, £106.30 
A-5600.10/1,"2.5 Emergency Screw 10mm, HD6, 1/Pkg",1, £22.42 
A-5600.10/1S,"2.5 Emergency Screw 10mm, HD6",1, £26.88 
A-5700.08,"2.5 Cortical Screw 08mm, HD7, 5/Pkg",5, £83.50 
A-5700.08/1,"2.5 Cortical Screw 08mm, HD7, 1/Pkg",1, £17.67 
A-5700.08/1S,"2.5 Cortical Screw 08mm, HD7",1, £21.18 
A-5700.10,"2.5 Cortical Screw 10mm, HD7, 5/Pkg",5, £86.64 
A-5700.10/1,"2.5 Cortical Screw 10mm, HD7, 1/Pkg",1, £18.33 
A-5700.10/1S,"2.5 Cortical Screw 10mm, HD7",1, £22.04 
A-5700.12,"2.5 Cortical Screw 12mm, HD7, 5/Pkg",5, £86.64 
A-5700.12/1,"2.5 Cortical Screw 12mm, HD7, 1/Pkg",1, £18.33 
A-5700.12/1S,"2.5 Cortical Screw 12mm, HD7",1, £22.04 
A-5700.14,"2.5 Cortical Screw 14mm, HD7, 5/Pkg",5, £89.77 
A-5700.14/1,"2.5 Cortical Screw 14mm, HD7, 1/Pkg",1, £19.09 
A-5700.14/1S,"2.5 Cortical Screw 14mm, HD7",1, £22.89 
A-5700.16,"2.5 Cortical Screw 16mm, HD7, 5/Pkg",5, £89.77 
A-5700.16/1,"2.5 Cortical Screw 16mm, HD7, 1/Pkg",1, £19.09 
A-5700.16/1S,"2.5 Cortical Screw 16mm, HD7",1, £22.89 
A-5700.18,"2.5 Cortical Screw 18mm, HD7, 5/Pkg",5, £93.00 
A-5700.18/1,"2.5 Cortical Screw 18mm, HD7, 1/Pkg",1, £19.66 
A-5700.18/1S,"2.5 Cortical Screw 18mm, HD7",1, £23.56 
A-5700.20,"2.5 Cortical Screw 20mm, HD7, 5/Pkg",5, £96.04 
A-5700.20/1,"2.5 Cortical Screw 20mm, HD7, 1/Pkg",1, £20.23 
A-5700.20/1S,"2.5 Cortical Screw 20mm, HD7",1, £24.32 
A-5700.22,"2.5 Cortical Screw 22mm, HD7, 5/Pkg",5, £96.04 
A-5700.22/1,"2.5 Cortical Screw 22mm, HD7, 1/Pkg",1, £20.23 
A-5700.22/1S,"2.5 Cortical Screw 22mm, HD7",1, £24.32 
A-5700.24,"2.5 Cortical Screw 24mm, HD7, 5/Pkg",5, £101.65 
A-5700.24/1,"2.5 Cortical Screw 24mm, HD7, 1/Pkg",1, £21.56 
A-5700.24/1S,"2.5 Cortical Screw 24mm, HD7",1, £25.84 
A-5700.26,"2.5 Cortical Screw 26mm, HD7, 5/Pkg",5, £101.65 
A-5700.26/1,"2.5 Cortical Screw 26mm, HD7, 1/Pkg",1, £21.56 
A-5700.26/1S,"2.5 Cortical Screw 26mm, HD7",1, £25.84 
A-5700.28,"2.5 Cortical Screw 28mm, HD7, 5/Pkg",5, £101.65 
A-5700.28/1,"2.5 Cortical Screw 28mm, HD7, 1/Pkg",1, £21.56 
A-5700.28/1S,"2.5 Cortical Screw 28mm, HD7",1, £25.84 
A-5700.30,"2.5 Cortical Screw 30mm, HD7, 5/Pkg",5, £103.55 
A-5700.30/1,"2.5 Cortical Screw 30mm, HD7, 1/Pkg",1, £21.94 
A-5700.30/1S,"2.5 Cortical Screw 30mm, HD7",1, £26.31 
A-5700.32,"2.5 Cortical Screw 32mm, HD7, 5/Pkg",5, £103.55 
A-5700.32/1,"2.5 Cortical Screw 32mm, HD7, 1/Pkg",1, £21.94 
A-5700.32/1S,"2.5 Cortical Screw 32mm, HD7",1, £26.31 
A-5700.34,"2.5 Cortical Screw 34mm, HD7, 5/Pkg",5, £103.55 
A-5700.34/1,"2.5 Cortical Screw 34mm, HD7, 1/Pkg",1, £21.94 
A-5700.34/1S,"2.5 Cortical Screw 34mm, HD7",1, £26.31 
A-5750.08,"2.5 TriLock Screw 08mm, HD7, 5/Pkg",5, £162.07 
A-5750.08/1,"2.5 TriLock Screw 08mm, HD7, 1/Pkg",1, £34.29 
A-5750.08/1S,"2.5 TriLock Screw 08mm, HD7",1, £41.13 
A-5750.10,"2.5 TriLock Screw 10mm, HD7, 5/Pkg",5, £162.07 
A-5750.10/1,"2.5 TriLock Screw 10mm, HD7, 1/Pkg",1, £34.29 
A-5750.10/1S,"2.5 TriLock Screw 10mm, HD7",1, £41.13 
A-5750.12,"2.5 TriLock Screw 12mm, HD7, 5/Pkg",5, £166.91 
A-5750.12/1,"2.5 TriLock Screw 12mm, HD7, 1/Pkg",1, £35.15 
A-5750.12/1S,"2.5 TriLock Screw 12mm, HD7",1, £42.18 
A-5750.14,"2.5 TriLock Screw 14mm, HD7, 5/Pkg",5, £166.91 
A-5750.14/1,"2.5 TriLock Screw 14mm, HD7, 1/Pkg",1, £35.15 
A-5750.14/1S,"2.5 TriLock Screw 14mm, HD7",1, £42.18 
A-5750.16,"2.5 TriLock Screw 16mm, HD7, 5/Pkg",5, £166.91 
A-5750.16/1,"2.5 TriLock Screw 16mm, HD7, 1/Pkg",1, £35.15 
A-5750.16/1S,"2.5 TriLock Screw 16mm, HD7",1, £42.18 
A-5750.18,"2.5 TriLock Screw 18mm, HD7, 5/Pkg",5, £171.57 
A-5750.18/1,"2.5 TriLock Screw 18mm, HD7, 1/Pkg",1, £36.19 
A-5750.18/1S,"2.5 TriLock Screw 18mm, HD7",1, £43.41 
A-5750.20,"2.5 TriLock Screw 20mm, HD7, 5/Pkg",5, £171.57 
A-5750.20/1,"2.5 TriLock Screw 20mm, HD7, 1/Pkg",1, £36.19 
A-5750.20/1S,"2.5 TriLock Screw 20mm, HD7",1, £43.41 
A-5750.22,"2.5 TriLock Screw 22mm, HD7, 5/Pkg",5, £171.57 
A-5750.22/1,"2.5 TriLock Screw 22mm, HD7, 1/Pkg",1, £36.19 
A-5750.22/1S,"2.5 TriLock Screw 22mm, HD7",1, £43.41 
A-5750.24,"2.5 TriLock Screw 24mm, HD7, 5/Pkg",5, £176.32 
A-5750.24/1,"2.5 TriLock Screw 24mm, HD7, 1/Pkg",1, £37.05 
A-5750.24/1S,"2.5 TriLock Screw 24mm, HD7",1, £44.46 
A-5750.26,"2.5 TriLock Screw 26mm, HD7, 5/Pkg",5, £176.32 
A-5750.26/1,"2.5 TriLock Screw 26mm, HD7, 1/Pkg",1, £37.05 
A-5750.26/1S,"2.5 TriLock Screw 26mm, HD7",1, £44.46 
A-5750.28,"2.5 TriLock Screw 28mm, HD7, 5/Pkg",5, £176.32 
A-5750.28/1,"2.5 TriLock Screw 28mm, HD7, 1/Pkg",1, £37.05 
A-5750.28/1S,"2.5 TriLock Screw 28mm, HD7",1, £44.46 
A-5750.30,"2.5 TriLock Screw 30mm, HD7, 5/Pkg",5, £181.16 
A-5750.30/1,"2.5 TriLock Screw 30mm, HD7, 1/Pkg",1, £38.09 
A-5750.30/1S,"2.5 TriLock Screw 30mm, HD7",1, £45.69 
A-5750.32,"2.5 TriLock Screw 32mm, HD7, 5/Pkg",5, £181.16 
A-5750.32/1,"2.5 TriLock Screw 32mm, HD7, 1/Pkg",1, £38.09 
A-5750.32/1S,"2.5 TriLock Screw 32mm, HD7",1, £45.69 
A-5750.34,"2.5 TriLock Screw 34mm, HD7, 5/Pkg",5, £181.16 
A-5750.34/1,"2.5 TriLock Screw 34mm, HD7, 1/Pkg",1, £38.09 
A-5750.34/1S,"2.5 TriLock Screw 34mm, HD7",1, £45.69 
A-5755.14,"2.5 TriLock Express Screw 14mm,HD7,5/Pkg",5, £166.91 
A-5755.14/1,"2.5 TriLock Express Screw 14mm,HD7,1/Pkg",1, £35.15 
A-5755.16,"2.5 TriLock Express Screw 16mm,HD7,5/Pkg",5, £166.91 
A-5755.16/1,"2.5 TriLock Express Screw 16mm,HD7,1/Pkg",1, £35.15 
A-5755.18,"2.5 TriLock Express Screw 18mm,HD7,5/Pkg",5, £171.57 
A-5755.18/1,"2.5 TriLock Express Screw 18mm,HD7,1/Pkg",1, £36.19 
A-5755.20,"2.5 TriLock Express Screw 20mm,HD7,5/Pkg",5, £171.57 
A-5755.20/1,"2.5 TriLock Express Screw 20mm,HD7,1/Pkg",1, £36.19 
A-5755.22,"2.5 TriLock Express Screw 22mm,HD7,5/Pkg",5, £171.57 
