Product code,Description,Unit of Issue, Price 
A-8411.110/1,"7.0 CCS Screw 110mm, HD25, 1/Pkg",1, £142.50 
A-8411.110/1S,"7.0 CCS Screw 110mm, HD25",1, £159.60 
A-8411.120/1,"7.0 CCS Screw 120mm, HD25, 1/Pkg",1, £142.50 
A-8411.120/1S,"7.0 CCS Screw 120mm, HD25",1, £159.60 
A-8411.130/1,"7.0 CCS Screw 130mm, HD25, 1/Pkg",1, £142.50 
A-8411.130/1S,"7.0 CCS Screw 130mm, HD25",1, £159.60 
A-8411.140/1,"7.0 CCS Screw 140mm, HD25, 1/Pkg",1, £142.50 
A-8411.140/1S,"7.0 CCS Screw 140mm, HD25",1, £159.60 
A-8411.40/1,"7.0 CCS Screw 40mm, HD25, 1/Pkg",1, £142.50 
A-8411.40/1S,"7.0 CCS Screw 40mm, HD25",1, £159.60 
A-8411.45/1,"7.0 CCS Screw 45mm, HD25, 1/Pkg",1, £142.50 
A-8411.45/1S,"7.0 CCS Screw 45mm, HD25",1, £159.60 
A-8411.50/1,"7.0 CCS Screw 50mm, HD25, 1/Pkg",1, £142.50 
A-8411.50/1S,"7.0 CCS Screw 50mm, HD25",1, £159.60 
A-8411.55/1,"7.0 CCS Screw 55mm, HD25, 1/Pkg",1, £142.50 
A-8411.55/1S,"7.0 CCS Screw 55mm, HD25",1, £159.60 
A-8411.60/1,"7.0 CCS Screw 60mm, HD25, 1/Pkg",1, £142.50 
A-8411.60/1S,"7.0 CCS Screw 60mm, HD25",1, £159.60 
A-8411.65/1,"7.0 CCS Screw 65mm, HD25, 1/Pkg",1, £142.50 
A-8411.65/1S,"7.0 CCS Screw 65mm, HD25",1, £159.60 
A-8411.70/1,"7.0 CCS Screw 70mm, HD25, 1/Pkg",1, £142.50 
A-8411.70/1S,"7.0 CCS Screw 70mm, HD25",1, £159.60 
A-8411.75/1,"7.0 CCS Screw 75mm, HD25, 1/Pkg",1, £142.50 
A-8411.75/1S,"7.0 CCS Screw 75mm, HD25",1, £159.60 
A-8411.80/1,"7.0 CCS Screw 80mm, HD25, 1/Pkg",1, £142.50 
A-8411.80/1S,"7.0 CCS Screw 80mm, HD25",1, £159.60 
A-8411.85/1,"7.0 CCS Screw 85mm, HD25, 1/Pkg",1, £142.50 
A-8411.85/1S,"7.0 CCS Screw 85mm, HD25",1, £159.60 
A-8411.90/1,"7.0 CCS Screw 90mm, HD25, 1/Pkg",1, £142.50 
A-8411.90/1S,"7.0 CCS Screw 90mm, HD25",1, £159.60 
A-8411.95/1,"7.0 CCS Screw 95mm, HD25, 1/Pkg",1, £142.50 
A-8411.95/1S,"7.0 CCS Screw 95mm, HD25",1, £159.60 
A-8412.100/1,"7.0 CCS Screw 100mm, HD25, 1/Pkg",1, £142.50 
A-8412.100/1S,"7.0 CCS Screw 100mm, HD25",1, £159.60 
A-8412.105/1,"7.0 CCS Screw 105mm, HD25, 1/Pkg",1, £142.50 
A-8412.105/1S,"7.0 CCS Screw 105mm, HD25",1, £159.60 
A-8412.110/1,"7.0 CCS Screw 110mm, HD25, 1/Pkg",1, £142.50 
A-8412.110/1S,"7.0 CCS Screw 110mm, HD25",1, £159.60 
A-8412.120/1,"7.0 CCS Screw 120mm, HD25, 1/Pkg",1, £142.50 
A-8412.120/1S,"7.0 CCS Screw 120mm, HD25",1, £159.60 
A-8412.130/1,"7.0 CCS Screw 130mm, HD25, 1/Pkg",1, £142.50 
A-8412.130/1S,"7.0 CCS Screw 130mm, HD25",1, £159.60 
A-8412.140/1,"7.0 CCS Screw 140mm, HD25, 1/Pkg",1, £142.50 
A-8412.140/1S,"7.0 CCS Screw 140mm, HD25",1, £159.60 
A-8412.40/1,"7.0 CCS Screw 40mm, HD25, 1/Pkg",1, £142.50 
A-8412.40/1S,"7.0 CCS Screw 40mm, HD25",1, £159.60 
A-8412.45/1,"7.0 CCS Screw 45mm, HD25, 1/Pkg",1, £142.50 
A-8412.45/1S,"7.0 CCS Screw 45mm, HD25",1, £159.60 
A-8412.50/1,"7.0 CCS Screw 50mm, HD25, 1/Pkg",1, £142.50 
A-8412.50/1S,"7.0 CCS Screw 50mm, HD25",1, £159.60 
A-8412.55/1,"7.0 CCS Screw 55mm, HD25, 1/Pkg",1, £142.50 
A-8412.55/1S,"7.0 CCS Screw 55mm, HD25",1, £159.60 
A-8412.60/1,"7.0 CCS Screw 60mm, HD25, 1/Pkg",1, £142.50 
A-8412.60/1S,"7.0 CCS Screw 60mm, HD25",1, £159.60 
A-8412.65/1,"7.0 CCS Screw 65mm, HD25, 1/Pkg",1, £142.50 
A-8412.65/1S,"7.0 CCS Screw 65mm, HD25",1, £159.60 
A-8412.70/1,"7.0 CCS Screw 70mm, HD25, 1/Pkg",1, £142.50 
A-8412.70/1S,"7.0 CCS Screw 70mm, HD25",1, £159.60 
A-8412.75/1,"7.0 CCS Screw 75mm, HD25, 1/Pkg",1, £142.50 
A-8412.75/1S,"7.0 CCS Screw 75mm, HD25",1, £159.60 
A-8412.80/1,"7.0 CCS Screw 80mm, HD25, 1/Pkg",1, £142.50 
A-8412.80/1S,"7.0 CCS Screw 80mm, HD25",1, £159.60 
A-8412.85/1,"7.0 CCS Screw 85mm, HD25, 1/Pkg",1, £142.50 
A-8412.85/1S,"7.0 CCS Screw 85mm, HD25",1, £159.60 
A-8412.90/1,"7.0 CCS Screw 90mm, HD25, 1/Pkg",1, £142.50 
A-8412.90/1S,"7.0 CCS Screw 90mm, HD25",1, £159.60 
A-8412.95/1,"7.0 CCS Screw 95mm, HD25, 1/Pkg",1, £142.50 
A-8412.95/1S,"7.0 CCS Screw 95mm, HD25",1, £159.60 
A-5417.10/1,"2.0 SpeedTip C-Snap Screw 10mm,HD6,1/Pkg",1, £99.75 
A-5417.11/1,"2.0 SpeedTip C-Snap Screw 11mm,HD6,1/Pkg",1, £99.75 
A-5417.12/1,"2.0 SpeedTip C-Snap Screw 12mm,HD6,1/Pkg",1, £99.75 
A-5417.13/1,"2.0 SpeedTip C-Snap Screw 13mm,HD6,1/Pkg",1, £99.75 
A-8110.16/1,"4.0 CCS Short Thread 16/04mm, 1/Pkg",1, £142.50 
A-8110.18/1,"4.0 CCS Short Thread 18/04mm, 1/Pkg",1, £142.50 
A-8110.20/1,"4.0 CCS Short Thread 20/04mm, 1/Pkg",1, £142.50 
A-8110.22/1,"4.0 CCS Short Thread 22/05mm, 1/Pkg",1, £142.50 
A-8110.24/1,"4.0 CCS Short Thread 24/05mm, 1/Pkg",1, £142.50 
A-8110.26/1,"4.0 CCS Short Thread 26/05mm, 1/Pkg",1, £142.50 
A-8110.28/1,"4.0 CCS Short Thread 28/06mm, 1/Pkg",1, £142.50 
A-8110.30/1,"4.0 CCS Short Thread 30/06mm, 1/Pkg",1, £142.50 
A-8110.32/1,"4.0 CCS Short Thread 32/07mm, 1/Pkg",1, £142.50 
A-8110.34/1,"4.0 CCS Short Thread 34/07mm, 1/Pkg",1, £142.50 
A-8110.36/1,"4.0 CCS Short Thread 36/07mm, 1/Pkg",1, £142.50 
A-8110.38/1,"4.0 CCS Short Thread 38/08mm, 1/Pkg",1, £142.50 
A-8110.40/1,"4.0 CCS Short Thread 40/08mm, 1/Pkg",1, £142.50 
A-8110.42/1,"4.0 CCS Short Thread 42/09mm, 1/Pkg",1, £142.50 
A-8110.44/1,"4.0 CCS Short Thread 44/09mm, 1/Pkg",1, £142.50 
A-8110.46/1,"4.0 CCS Short Thread 46/09mm, 1/Pkg",1, £142.50 
A-8110.48/1,"4.0 CCS Short Thread 48/10mm, 1/Pkg",1, £142.50 
A-8110.50/1,"4.0 CCS Short Thread 50/10mm, 1/Pkg",1, £142.50 
A-8110.55/1,"4.0 CCS Short Thread 55/11mm, 1/Pkg",1, £142.50 
A-8110.60/1,"4.0 CCS Short Thread 60/12mm, 1/Pkg",1, £142.50 
A-8111.20/1,"4.0 CCS Long Thread 20/08mm, 1/Pkg",1, £142.50 
A-8111.22/1,"4.0 CCS Long Thread 22/09mm, 1/Pkg",1, £142.50 
A-8111.24/1,"4.0 CCS Long Thread 24/10mm, 1/Pkg",1, £142.50 
A-8111.26/1,"4.0 CCS Long Thread 26/11mm, 1/Pkg",1, £142.50 
A-8111.28/1,"4.0 CCS Long Thread 28/11mm, 1/Pkg",1, £142.50 
A-8111.30/1,"4.0 CCS Long Thread 30/12mm, 1/Pkg",1, £142.50 
A-8111.32/1,"4.0 CCS Long Thread 32/13mm, 1/Pkg",1, £142.50 
A-8111.34/1,"4.0 CCS Long Thread 34/14mm, 1/Pkg",1, £142.50 
A-8111.36/1,"4.0 CCS Long Thread 36/14mm, 1/Pkg",1, £142.50 
A-8111.38/1,"4.0 CCS Long Thread 38/15mm, 1/Pkg",1, £142.50 
A-8111.40/1,"4.0 CCS Long Thread 40/16mm, 1/Pkg",1, £142.50 
A-8111.42/1,"4.0 CCS Long Thread 42/17mm, 1/Pkg",1, £142.50 
A-8111.44/1,"4.0 CCS Long Thread 44/18mm, 1/Pkg",1, £142.50 
A-8111.46/1,"4.0 CCS Long Thread 46/19mm, 1/Pkg",1, £142.50 
A-8111.48/1,"4.0 CCS Long Thread 48/19mm, 1/Pkg",1, £142.50 
A-8111.50/1,"4.0 CCS Long Thread 50/20mm, 1/Pkg",1, £142.50 
A-8111.55/1,"4.0 CCS Long Thread 55/22mm, 1/Pkg",1, £142.50 
A-8111.60/1,"4.0 CCS Long Thread 60/24mm, 1/Pkg",1, £142.50 
A-8112.16/1,"4.0 CCS Fully Threaded 16mm, 1/Pkg",1, £142.50 
A-8112.18/1,"4.0 CCS Fully Threaded 18mm, 1/Pkg",1, £142.50 
A-8112.20/1,"4.0 CCS Fully Threaded 20mm, 1/Pkg",1, £142.50 
A-8112.22/1,"4.0 CCS Fully Threaded 22mm, 1/Pkg",1, £142.50 
A-8112.24/1,"4.0 CCS Fully Threaded 24mm, 1/Pkg",1, £142.50 
A-8112.26/1,"4.0 CCS Fully Threaded 26mm, 1/Pkg",1, £142.50 
A-8112.28/1,"4.0 CCS Fully Threaded 28mm, 1/Pkg",1, £142.50 
A-8112.30/1,"4.0 CCS Fully Threaded 30mm, 1/Pkg",1, £142.50 
A-8112.32/1,"4.0 CCS Fully Threaded 32mm, 1/Pkg",1, £142.50 
A-8112.34/1,"4.0 CCS Fully Threaded 34mm, 1/Pkg",1, £142.50 
A-8112.36/1,"4.0 CCS Fully Threaded 36mm, 1/Pkg",1, £142.50 
A-8112.38/1,"4.0 CCS Fully Threaded 38mm, 1/Pkg",1, £142.50 
A-8112.40/1,"4.0 CCS Fully Threaded 40mm, 1/Pkg",1, £142.50 
A-8112.42/1,"4.0 CCS Fully Threaded 42mm, 1/Pkg",1, £142.50 
A-8112.44/1,"4.0 CCS Fully Threaded 44mm, 1/Pkg",1, £142.50 
A-8112.46/1,"4.0 CCS Fully Threaded 46mm, 1/Pkg",1, £142.50 
A-8112.48/1,"4.0 CCS Fully Threaded 48mm, 1/Pkg",1, £142.50 
A-8112.50/1,"4.0 CCS Fully Threaded 50mm, 1/Pkg",1, £142.50 
A-8112.55/1,"4.0 CCS Fully Threaded 55mm, 1/Pkg",1, £142.50 
A-8112.60/1,"4.0 CCS Fully Threaded 60mm, 1/Pkg",1, £142.50 
A-8115.16/1,"4.0 headedCCS Short Thread 16/04mm,1/Pkg",1, £142.50 
A-8115.18/1,"4.0 headedCCS Short Thread 18/04mm,1/Pkg",1, £142.50 
A-8115.20/1,"4.0 headedCCS Short Thread 20/04mm,1/Pkg",1, £142.50 
A-8115.22/1,"4.0 headedCCS Short Thread 22/05mm,1/Pkg",1, £142.50 
A-8115.24/1,"4.0 headedCCS Short Thread 24/05mm,1/Pkg",1, £142.50 
A-8115.26/1,"4.0 headedCCS Short Thread 26/05mm,1/Pkg",1, £142.50 
A-8115.28/1,"4.0 headedCCS Short Thread 28/06mm,1/Pkg",1, £142.50 
A-8115.30/1,"4.0 headedCCS Short Thread 30/06mm,1/Pkg",1, £142.50 
A-8115.32/1,"4.0 headedCCS Short Thread 32/07mm,1/Pkg",1, £142.50 
A-8115.34/1,"4.0 headedCCS Short Thread 34/07mm,1/Pkg",1, £142.50 
A-8115.36/1,"4.0 headedCCS Short Thread 36/07mm,1/Pkg",1, £142.50 
A-8115.38/1,"4.0 headedCCS Short Thread 38/08mm,1/Pkg",1, £142.50 
A-8115.40/1,"4.0 headedCCS Short Thread 40/08mm,1/Pkg",1, £142.50 
A-8115.42/1,"4.0 headedCCS Short Thread 42/09mm,1/Pkg",1, £142.50 
A-8115.44/1,"4.0 headedCCS Short Thread 44/09mm,1/Pkg",1, £142.50 
A-8115.46/1,"4.0 headedCCS Short Thread 46/09mm,1/Pkg",1, £142.50 
A-8115.48/1,"4.0 headedCCS Short Thread 48/10mm,1/Pkg",1, £142.50 
A-8115.50/1,"4.0 headedCCS Short Thread 50/10mm,1/Pkg",1, £142.50 
A-8115.55/1,"4.0 headedCCS Short Thread 55/11mm,1/Pkg",1, £142.50 
A-8115.60/1,"4.0 headedCCS Short Thread 60/12mm,1/Pkg",1, £142.50 
A-8116.20/1,"4.0 headedCCS Long Thread 20/08mm, 1/Pkg",1, £142.50 
A-8116.22/1,"4.0 headedCCS Long Thread 22/09mm, 1/Pkg",1, £142.50 
A-8116.24/1,"4.0 headedCCS Long Thread 24/10mm, 1/Pkg",1, £142.50 
A-8116.26/1,"4.0 headedCCS Long Thread 26/11mm,1/Pkg",1, £142.50 
A-8116.28/1,"4.0 headedCCS Long Thread 28/11mm, 1/Pkg",1, £142.50 
A-8116.30/1,"4.0 headedCCS Long Thread 30/12mm, 1/Pkg",1, £142.50 
A-8116.32/1,"4.0 headedCCS Long Thread 32/13mm, 1/Pkg",1, £142.50 
A-8116.34/1,"4.0 headedCCS Long Thread 34/14mm,1/Pkg",1, £142.50 
A-8116.36/1,"4.0 headedCCS Long Thread 36/14mm, 1/Pkg",1, £142.50 
A-8116.38/1,"4.0 headedCCS Long Thread 38/15mm, 1/Pkg",1, £142.50 
A-8116.40/1,"4.0 headedCCS Long Thread 40/16mm, 1/Pkg",1, £142.50 
A-8116.42/1,"4.0 headedCCS Long Thread 42/17mm, 1/Pkg",1, £142.50 
A-8116.44/1,"4.0 headedCCS Long Thread 44/18mm, 1/Pkg",1, £142.50 
A-8116.46/1,"4.0 headedCCS Long Thread 46/19mm,1/Pkg",1, £142.50 
A-8116.48/1,"4.0 headedCCS Long Thread 48/19mm, 1/Pkg",1, £142.50 
A-8116.50/1,"4.0 headedCCS Long Thread 50/20mm, 1/Pkg",1, £142.50 
A-8116.55/1,"4.0 headedCCS Long Thread 55/22mm, 1/Pkg",1, £142.50 
A-8116.60/1,"4.0 headedCCS Long Thread 60/24mm, 1/Pkg",1, £142.50 
A-8117.16/1,"4.0 headedCCS Fully Threaded 16mm, 1/Pkg",1, £142.50 
A-8117.18/1,"4.0 headedCCS Fully Threaded 18mm, 1/Pkg",1, £142.50 
A-8117.20/1,"4.0 headedCCS Fully Threaded 20mm, 1/Pkg",1, £142.50 
A-8117.22/1,"4.0 headedCCS Fully Threaded 22mm, 1/Pkg",1, £142.50 
A-8117.24/1,"4.0 headedCCS Fully Threaded 24mm, 1/Pkg",1, £142.50 
A-8117.26/1,"4.0 headedCCS Fully Threaded 26mm, 1/Pkg",1, £142.50 
A-8117.28/1,"4.0 headedCCS Fully Threaded 28mm, 1/Pkg",1, £142.50 
A-8117.30/1,"4.0 headedCCS Fully Threaded 30mm, 1/Pkg",1, £142.50 
A-8117.32/1,"4.0 headedCCS Fully Threaded 32mm, 1/Pkg",1, £142.50 
A-8117.34/1,"4.0 headedCCS Fully Threaded 34mm, 1/Pkg",1, £142.50 
A-8117.36/1,"4.0 headedCCS Fully Threaded 36mm, 1/Pkg",1, £142.50 
A-8117.38/1,"4.0 headedCCS Fully Threaded 38mm, 1/Pkg",1, £142.50 
A-8117.40/1,"4.0 headedCCS Fully Threaded 40mm, 1/Pkg",1, £142.50 
A-8117.42/1,"4.0 headedCCS Fully Threaded 42mm, 1/Pkg",1, £142.50 
A-8117.44/1,"4.0 headedCCS Fully Threaded 44mm, 1/Pkg",1, £142.50 
A-8117.46/1,"4.0 headedCCS Fully Threaded 46mm, 1/Pkg",1, £142.50 
A-8117.48/1,"4.0 headedCCS Fully Threaded 48mm, 1/Pkg",1, £142.50 
A-8117.50/1,"4.0 headedCCS Fully Threaded 50mm, 1/Pkg",1, £142.50 
A-8117.55/1,"4.0 headedCCS Fully Threaded 55mm, 1/Pkg",1, £142.50 
A-8117.60/1,"4.0 headedCCS Fully Threaded 60mm, 1/Pkg",1, £142.50 
A-8215.24/1,"5.0 headedCCS Short Thread 24/09mm,1/Pkg",1, £142.50 
A-8215.26/1,"5.0 headedCCS Short Thread 26/09mm,1/Pkg",1, £142.50 
A-8215.28/1,"5.0 headedCCS Short Thread 28/09mm,1/Pkg",1, £142.50 
A-8215.30/1,"5.0 headedCCS Short Thread 30/09mm,1/Pkg",1, £142.50 
A-8215.32/1,"5.0 headedCCS Short Thread 32/09mm,1/Pkg",1, £142.50 
A-8215.34/1,"5.0 headedCCS Short Thread 34/09mm,1/Pkg",1, £142.50 
A-8215.36/1,"5.0 headedCCS Short Thread 36/10mm,1/Pkg",1, £142.50 
A-8215.38/1,"5.0 headedCCS Short Thread 38/10mm,1/Pkg",1, £142.50 
A-8215.40/1,"5.0 headedCCS Short Thread 40/11mm,1/Pkg",1, £142.50 
A-8215.45/1,"5.0 headedCCS Short Thread 45/11mm,1/Pkg",1, £142.50 
A-8215.50/1,"5.0 headedCCS Short Thread 50/12mm,1/Pkg",1, £142.50 
A-8215.55/1,"5.0 headedCCS Short Thread 55/12mm,1/Pkg",1, £142.50 
A-8215.60/1,"5.0 headedCCS Short Thread 60/13mm,1/Pkg",1, £142.50 
A-8215.65/1,"5.0 headedCCS Short Thread 65/13mm,1/Pkg",1, £142.50 
A-8215.70/1,"5.0 headedCCS Short Thread 70/14mm,1/Pkg",1, £142.50 
A-8216.30/1,"5.0 headedCCS Long Thread 30/12mm, 1/Pkg",1, £142.50 
A-8216.32/1,"5.0 headedCCS Long Thread 32/13mm, 1/Pkg",1, £142.50 
A-8216.34/1,"5.0 headedCCS Long Thread 34/14mm, 1/Pkg",1, £142.50 
A-8216.36/1,"5.0 headedCCS Long Thread 36/14mm, 1/Pkg",1, £142.50 
A-8216.38/1,"5.0 headedCCS Long Thread 38/15mm, 1/Pkg",1, £142.50 
A-8216.40/1,"5.0 headedCCS Long Thread 40/16mm, 1/Pkg",1, £142.50 
A-8216.45/1,"5.0 headedCCS Long Thread 45/18mm, 1/Pkg",1, £142.50 
A-8216.50/1,"5.0 headedCCS Long Thread 50/20mm, 1/Pkg",1, £142.50 
A-8216.55/1,"5.0 headedCCS Long Thread 55/22mm, 1/Pkg",1, £142.50 
A-8216.60/1,"5.0 headedCCS Long Thread 60/24mm, 1/Pkg",1, £142.50 
A-8216.65/1,"5.0 headedCCS Long Thread 65/26mm, 1/Pkg",1, £142.50 
A-8216.70/1,"5.0 headedCCS Long Thread 70/28mm, 1/Pkg",1, £142.50 
A-8217.24/1,"5.0 headedCCS Fully Threaded 24mm, 1/Pkg",1, £142.50 
A-8217.26/1,"5.0 headedCCS Fully Threaded 26mm, 1/Pkg",1, £142.50 
A-8217.28/1,"5.0 headedCCS Fully Threaded 28mm, 1/Pkg",1, £142.50 
A-8217.30/1,"5.0 headedCCS Fully Threaded 30mm, 1/Pkg",1, £142.50 
A-8217.32/1,"5.0 headedCCS Fully Threaded 32mm, 1/Pkg",1, £142.50 
A-8217.34/1,"5.0 headedCCS Fully Threaded 34mm, 1/Pkg",1, £142.50 
A-8217.36/1,"5.0 headedCCS Fully Threaded 36mm, 1/Pkg",1, £142.50 
A-8217.38/1,"5.0 headedCCS Fully Threaded 38mm, 1/Pkg",1, £142.50 
A-8217.40/1,"5.0 headedCCS Fully Threaded 40mm, 1/Pkg",1, £142.50 
A-8217.45/1,"5.0 headedCCS Fully Threaded 45mm, 1/Pkg",1, £142.50 
A-8217.50/1,"5.0 headedCCS Fully Threaded 50mm, 1/Pkg",1, £142.50 
A-8217.55/1,"5.0 headedCCS Fully Threaded 55mm, 1/Pkg",1, £142.50 
A-8217.60/1,"5.0 headedCCS Fully Threaded 60mm, 1/Pkg",1, £142.50 
A-8217.65/1,"5.0 headedCCS Fully Threaded 65mm, 1/Pkg",1, £142.50 
A-8217.70/1,"5.0 headedCCS Fully Threaded 70mm, 1/Pkg",1, £142.50 
A-8410.30/1,"7.0 CCS Screw 30mm, HD25, 1/Pkg",1, £142.50 
A-8410.35/1,"7.0 CCS Screw 35mm, HD25, 1/Pkg",1, £142.50 
A-8411.35/1,"7.0 CCS Screw 35mm, HD25, 1/Pkg",1, £142.50 
A-8412.30/1,"7.0 CCS Screw 30mm, HD25, 1/Pkg",1, £142.50 
A-8412.35/1,"7.0 CCS Screw 35mm, HD25, 1/Pkg",1, £142.50 
A-8415.100/1,"7.0 headedCCS Short Thread100/20mm,1/Pkg",1, £142.50 
A-8415.105/1,"7.0 headedCCS Short Thread105/21mm,1/Pkg",1, £142.50 
A-8415.110/1,"7.0 headedCCS Short Thread110/22mm,1/Pkg",1, £142.50 
A-8415.120/1,"7.0 headedCCS Short Thread120/24mm,1/Pkg",1, £142.50 
A-8415.130/1,"7.0 headedCCS Short Thread130/26mm,1/Pkg",1, £142.50 
A-8415.140/1,"7.0 headedCCS Short Thread140/28mm,1/Pkg",1, £142.50 
A-8415.30/1,"7.0 headedCCS Short Thread 30/12mm,1/Pkg",1, £142.50 
A-8415.35/1,"7.0 headedCCS Short Thread 35/12mm,1/Pkg",1, £142.50 
A-8415.40/1,"7.0 headedCCS Short Thread 40/12mm,1/Pkg",1, £142.50 
A-8415.45/1,"7.0 headedCCS Short Thread 45/12mm,1/Pkg",1, £142.50 
A-8415.50/1,"7.0 headedCCS Short Thread 50/13mm,1/Pkg",1, £142.50 
A-8415.55/1,"7.0 headedCCS Short Thread 55/13mm,1/Pkg",1, £142.50 
A-8415.60/1,"7.0 headedCCS Short Thread 60/14mm,1/Pkg",1, £142.50 
A-8415.65/1,"7.0 headedCCS Short Thread 65/14mm,1/Pkg",1, £142.50 
A-8415.70/1,"7.0 headedCCS Short Thread 70/15mm,1/Pkg",1, £142.50 
A-8415.75/1,"7.0 headedCCS Short Thread 75/15mm,1/Pkg",1, £142.50 
A-8415.80/1,"7.0 headedCCS Short Thread 80/16mm,1/Pkg",1, £142.50 
A-8415.85/1,"7.0 headedCCS Short Thread 85/17mm,1/Pkg",1, £142.50 
A-8415.90/1,"7.0 headedCCS Short Thread 90/18mm,1/Pkg",1, £142.50 
A-8415.95/1,"7.0 headedCCS Short Thread 95/19mm,1/Pkg",1, £142.50 
A-8416.100/1,"7.0 headedCCS Long Thread 100/40mm,1/Pkg",1, £142.50 
A-8416.105/1,"7.0 headedCCS Long Thread 105/42mm,1/Pkg",1, £142.50 
A-8416.110/1,"7.0 headedCCS Long Thread 110/44mm,1/Pkg",1, £142.50 
A-8416.120/1,"7.0 headedCCS Long Thread 120/48mm,1/Pkg",1, £142.50 
A-8416.130/1,"7.0 headedCCS Long Thread 130/52mm,1/Pkg",1, £142.50 
A-8416.140/1,"7.0 headedCCS Long Thread 140/56mm,1/Pkg",1, £142.50 
A-8416.35/1,"7.0 headedCCS Long Thread 35/14mm, 1/Pkg",1, £142.50 
A-8416.40/1,"7.0 headedCCS Long Thread 40/16mm, 1/Pkg",1, £142.50 
A-8416.45/1,"7.0 headedCCS Long Thread 45/18mm, 1/Pkg",1, £142.50 
A-8416.50/1,"7.0 headedCCS Long Thread 50/20mm, 1/Pkg",1, £142.50 
A-8416.55/1,"7.0 headedCCS Long Thread 55/22mm, 1/Pkg",1, £142.50 
A-8416.60/1,"7.0 headedCCS Long Thread 60/24mm, 1/Pkg",1, £142.50 
A-8416.65/1,"7.0 headedCCS Long Thread 65/26mm, 1/Pkg",1, £142.50 
A-8416.70/1,"7.0 headedCCS Long Thread 70/28mm, 1/Pkg",1, £142.50 
A-8416.75/1,"7.0 headedCCS Long Thread 75/30mm, 1/Pkg",1, £142.50 
A-8416.80/1,"7.0 headedCCS Long Thread 80/32mm, 1/Pkg",1, £142.50 
A-8416.85/1,"7.0 headedCCS Long Thread 85/34mm, 1/Pkg",1, £142.50 
A-8416.90/1,"7.0 headedCCS Long Thread 90/36mm, 1/Pkg",1, £142.50 
A-8416.95/1,"7.0 headedCCS Long Thread 95/38mm, 1/Pkg",1, £142.50 
A-8417.100/1,"7.0 headedCCS Fully Threaded 100mm,1/Pkg",1, £142.50 
A-8417.105/1,"7.0 headedCCS Fully Threaded 105mm,1/Pkg",1, £142.50 
A-8417.110/1,"7.0 headedCCS Fully Threaded 110mm,1/Pkg",1, £142.50 
A-8417.120/1,"7.0 headedCCS Fully Threaded 120mm,1/Pkg",1, £142.50 
A-8417.130/1,"7.0 headedCCS Fully Threaded 130mm,1/Pkg",1, £142.50 
A-8417.140/1,"7.0 headedCCS Fully Threaded 140mm,1/Pkg",1, £142.50 
A-8417.30/1,"7.0 headedCCS Fully Threaded 30mm, 1/Pkg",1, £142.50 
A-8417.35/1,"7.0 headedCCS Fully Threaded 35mm, 1/Pkg",1, £142.50 
A-8417.40/1,"7.0 headedCCS Fully Threaded 40mm, 1/Pkg",1, £142.50 
A-8417.45/1,"7.0 headedCCS Fully Threaded 45mm, 1/Pkg",1, £142.50 
A-8417.50/1,"7.0 headedCCS Fully Threaded 50mm, 1/Pkg",1, £142.50 
A-8417.55/1,"7.0 headedCCS Fully Threaded 55mm, 1/Pkg",1, £142.50 
A-8417.60/1,"7.0 headedCCS Fully Threaded 60mm, 1/Pkg",1, £142.50 
A-8417.65/1,"7.0 headedCCS Fully Threaded 65mm, 1/Pkg",1, £142.50 
A-8417.70/1,"7.0 headedCCS Fully Threaded 70mm, 1/Pkg",1, £142.50 
A-8417.75/1,"7.0 headedCCS Fully Threaded 75mm, 1/Pkg",1, £142.50 
A-8417.80/1,"7.0 headedCCS Fully Threaded 80mm, 1/Pkg",1, £142.50 
A-8417.85/1,"7.0 headedCCS Fully Threaded 85mm, 1/Pkg",1, £142.50 
A-8417.90/1,"7.0 headedCCS Fully Threaded 90mm, 1/Pkg",1, £142.50 
A-8417.95/1,"7.0 headedCCS Fully Threaded 95mm, 1/Pkg",1, £142.50 
A-5885.10/1,"3.0 headedCCS Short Thread 10/04mm,1/Pkg",1, £142.50 
A-5885.11/1,"3.0 headedCCS Short Thread 11/05mm,1/Pkg",1, £142.50 
A-5885.12/1,"3.0 headedCCS Short Thread 12/05mm,1/Pkg",1, £142.50 
A-5885.13/1,"3.0 headedCCS Short Thread 13/05mm,1/Pkg",1, £142.50 
A-5885.14/1,"3.0 headedCCS Short Thread 14/05mm,1/Pkg",1, £142.50 
A-5885.15/1,"3.0 headedCCS Short Thread 15/05mm,1/Pkg",1, £142.50 
A-5885.16/1,"3.0 headedCCS Short Thread 16/05mm,1/Pkg",1, £142.50 
A-5885.17/1,"3.0 headedCCS Short Thread 17/05mm,1/Pkg",1, £142.50 
A-5885.18/1,"3.0 headedCCS Short Thread 18/05mm,1/Pkg",1, £142.50 
A-5885.19/1,"3.0 headedCCS Short Thread 19/05mm,1/Pkg",1, £142.50 
A-5885.20/1,"3.0 headedCCS Short Thread 20/05mm,1/Pkg",1, £142.50 
A-5885.21/1,"3.0 headedCCS Short Thread 21/05mm,1/Pkg",1, £142.50 
A-5885.22/1,"3.0 headedCCS Short Thread 22/05mm,1/Pkg",1, £142.50 
A-5885.23/1,"3.0 headedCCS Short Thread 23/05mm,1/Pkg",1, £142.50 
A-5885.24/1,"3.0 headedCCS Short Thread 24/06mm,1/Pkg",1, £142.50 
